X,Y
2379.6462709189136,5442.292252959519
3699.5516654807925,6039.200385961944
6257.20304108054,655.2885923981311
131.67991554874138,8374.690820964599
2593.5401432800763,2343.309610466964
9956.448355104629,4702.63507522448
8364.614512743887,4763.532086993349
6390.681405441619,1506.1642402352393
6348.606582851885,8680.453071432967
5231.812103833014,7412.518562014902
6714.114753695925,640.3143822699731
7582.302462868173,5910.995829313176
3012.6765951571233,310.1175146974999
8655.272369789456,4727.490886654668
7188.239240658031,8788.128002554817
7141.294836112025,9210.986675838745
3949.634040007439,8009.087709852282
4446.210560507607,9355.86721704521
8788.666603380416,974.5430973087721
1359.688602006689,2169.8694123313735
9654.801388982029,4361.618666274293
6266.482908668039,3010.261984255054
5072.429838290595,3858.6625884490254
3509.1048877018006,5850.741074053635
5842.5179297019895,9042.017708477752
6819.821366349666,9289.45601200017
8564.005663967557,9909.89644868815
6712.735421625182,1630.9962197106975
8606.375331162682,9646.329473090613
9046.959845122366,5691.075034743235
7138.170201741992,2111.249836755983
8316.079302733542,5735.323523512848
2849.574619862052,634.6057714522934
8539.424884226803,9898.060149215813
885.1809310972835,8005.953212575018
4104.618273459088,1507.6537445280958
2938.912468190622,7687.918872773446
8727.670246282014,441.9006112954338
6145.325285318087,449.40243496036203
7184.404774485162,3309.541460190075
8809.05307247358,9806.357568433395
5054.20373648044,9985.089453757764
3096.7005347633904,769.707047054119
5997.628087966007,313.77762175317736
1973.848564284194,4079.361356169908
6104.671229673415,1561.989910135647
424.35824721204216,8677.790339277224
3138.305199160917,9586.59426408455
8966.596414276015,3777.892394121827
4604.096328459047,5200.729845925639
6438.887183877268,5956.5023840197055
5592.610620153905,6201.261354452619
9406.212554239632,5070.268159456598
4311.915534309327,7203.112521441384
2376.3561946478408,3010.868611741494
9777.973164486353,5211.27293281206
5484.304676868622,114.5748636421906
4152.10343803882,5799.6521379706555
200.52890304599336,6157.979413062568
6321.805352961154,600.8051062772302
6273.41109010956,4662.5042969670785
6792.813980381086,3525.7698304104733
7069.50249365899,7380.3428925203425
221.8246899080989,605.7680364579732
6760.203094873768,9633.055803862573
2511.2227818347023,4563.121296363793
5926.718756664892,3200.2538574800656
3639.550893399569,3126.7066119691076
3691.5397527695404,5956.215058575365
3004.039733655893,3771.6034132891687
7722.734124441209,269.2120500933004
5692.580020705822,7351.731816785095
3100.16695410093,2225.37842793191
8038.076703949133,2386.9517689784193
1873.9434091794194,4352.3432053282095
6980.664066748499,1018.4169263187148
3219.659846212645,3337.5365044867535
8335.388915573087,4384.30732561387
8555.351939848866,1692.84232556435
3367.1023504488076,6502.323762924949
8848.982719212887,4511.021842852226
2250.2784272288477,1209.1932471028645
5296.276283083933,1908.0380585149592
8067.772376254574,8384.763790282255
1835.8631330525577,2785.921420165126
8072.264181669536,6419.372564966531
8062.578411350551,3452.8280488759833
1296.891377961068,2919.4289087055336
7938.619244841648,2711.7449391425243
3463.542806668535,4169.0569587348955
4197.711837912519,4095.2211644905988
9206.123829876306,1559.9785893835915
46.617945831456396,9432.678359191088
8799.78251626048,9869.136550287956
4343.523126756511,9501.611663830228
9273.772144113385,2220.9073627232124
7455.230091264191,8366.986792786452
6629.872005284907,5190.149766457534
2890.418361415047,3410.68714035333
2274.663363511199,680.6762410686229
5886.777190190862,2870.111772417747
8101.918790082182,450.76810085359796
9036.09281800342,6937.0560729725485
9238.54799557242,8965.671649840486
8996.74836023798,5769.534040194515
131.44496687112928,7452.982673109616
1718.2159053673706,2998.880687284932
6628.961043048282,5249.641354158249
4137.504477295773,9390.424632510898
6121.639096259125,3413.5265741799512
2524.7484424703102,8616.64716459667
4771.974966790632,7823.251117867837
3518.41630196595,1973.336720632093
5346.37040552777,8168.108472169229
1713.0226075244393,7916.719188821228
9217.66511273632,8060.510391629136
8234.987625535809,75.04720147709088
6286.072103000827,8625.545680543599
499.31852195329475,2713.9703369333324
2685.8611120349983,5272.661784266831
4229.840044004683,4729.000130527925
7764.976607227775,18.086497263791745
548.3358930979309,1268.6328624326627
1246.2623454506172,684.1668846318827
9746.92531175994,8544.489347392264
861.280077353458,5021.200067549313
3158.962440270309,3145.7980030607537
3512.895583048247,6469.13613301784
